title,body
The 1-54,"3 Rounds for Time
54 Push-Ups
54 calorie Bike
54 Wall Ball Shots (20/14 lb)

Cash-Out: 24 Burpees"
The 13,"13 Rounds for Time
155 meter Row
2 Deadlifts (1.5 Bodyweight)
8 Push-Ups
20 Double-Unders
18 second Hollow Rock Hold"
The 13 Fallen Heroes,"AMRAP (with a Partner) in 2021 seconds
31 calorie Assault Bike
25 Air Squats (each)
23 Burpees
23 GHD Sit-Ups
23 Box Jumps (20 in)
22 calorie Assault Bike
22 Reverse Lunges (each)
22 American Kettlebell Swings (24/16 kg)
20 calorie Assault Bike
20 Air Squats (each)
20 Burpees
20 GHD Sit-Ups
20 Box Jumps (20 in)
26 Total Synchro Push-Ups (13 each)

Wear a Weight Vest (30/20 lb)"
The 17th,"AMRAP (with a Partner) in 17 minutes
17 Burpees
17 Front Squats (115/75 lb)
17 Deadlifts (115/75 lb)"
The 29,"4 Rounds for Time
29 Kettlebell Swings (1.5/1 pood)
29 Sit-Ups
29 Box Jumps (24/20 in)
29 Knees-to-Elbows
29 Burpees"
The 3 Screams of Halloween,"3 Rounds for Time
10 calorie Echo Bike/SkiErg/Row*

2 Clean-and-Jerks (135/95 lb)
10 calorie Echo Bike/SkiErg/Row*

3 Burpee Box Jumps (20/24 in)
2 Clean-and-Jerks (135/95 lb)
10 calorie Echo Bike/SkiErg/Row*

4 Deadlifts (135/95 lb)
3 Burpee Box Jumps (20/24 in)
2 Clean-and-Jerks (135/95 lb)
10 calorie Echo Bike/SkiErg/Row*

5 Bar Muscle-Ups
4 Deadlifts (135/95 lb)
3 Burpee Box Jumps (20/24 in)
2 Clean-and-Jerks (135/95 lb)
10 calorie Echo Bike/SkiErg/Row*

6x50ft Shuttle Runs
5 Bar Muscle-Ups
4 Deadlifts (135/95 lb)
3 Burpee Box Jumps (20/24 in)
2 Clean-and-Jerks (135/95 lb)
10 calorie Echo Bike/SkiErg/Row*

Rest 3 minutes

*Switch another machine after every round."
The 300,"For Time
25 Pull-Ups
50 Deadlifts (135/95 lb)
50 Push-Ups
50 Box Jumps (24/20 in)
50 Floor Wipers (135/95 lb) (one count)
50 Alternating Kettlebell Clean-and-Presses (1/.75 Pood)
25 Pull-Ups"
The 4 Fallen,"AMRAP in 30 minutes
30 Double-Unders
20 calorie Row
10 Burpee Box Step-Ups

Buy-Out: Max Plank Hold"
The 50s,"For Time
50 Burpees
50 Air Squats
50 Hollow Rocks
50 Push-Ups

Buy-in:
1000 meter Row"
The 540,"For Time
50 Plate Overhead Lunges (45/25 lb)
40 Pull-Ups
30 Thrusters (95/65 lb)
20 Burpees
10 Squat Cleans (135/95 lb)"
The 555 Standard,"5 Rounds for Time
15 Air Squats
15 Burpees
15 Hand Release Push-Ups"
The 80s,"For Time
80 Kettlebell Snatches (32/24 kg)
8 Burpee Box Jump Overs (24/20 in)*

*Perform every break or change of hands.

Time Cap: 8 minutes"
The Admiral,"3 Rounds for Time
20 Burpee Pull-Ups
20 Front Squats (155/105 lb)
20 Box Jumps (24/20 in)"
The Alpaca,"For Time
126 foot Sled Push (6x32/24 Kettlebells), decreasing in load
2 Legless Rope Climbs
20 Kettlebell Clean-and-Jerks (2x32/24 kg)
42 foot Sled Push (2x32/24 Kettlebells)
2 Legless Rope Climbs
15 Kettlebell Clean-and-Jerks (2x32/24 kg)
42 foot Sled Push (4x32/24 Kettlebells)
2 Legless Rope Climbs
10 Kettlebell Clean-and-Jerks (2x32/24 kg)
42 foot Sled Push (6x32/24 Kettlebells)

Time Cap: 18 minutes"
The Assignment,"For Time
21 Overhead Squats (95/65 lb)
500/400 meter Row
15 Overhead Squats (95/65 lb)
500/400 meter Row
9 Overhead Squats (95/65 lb)
500/400 meter Row"
The Batman,"For Time
Buy-In: 100 Air Squats

50-40-30-20-10 Reps
Box Jumps (30/24 in)
Wall Ball Shots (20/14 lb)
Kettlebell Swings (24/16 kg)
200 meter Run

All of the above with a Weight Vest (20/14 lb)

Buy-Out: 4 Sets of 5 Deadlifts (80% max)"
The Battleground,"For Time
Rescue Randy Drag (185/165 lb)
2 Rope Climbs
400 meter Run
Obstacle Course
400 meter Run
2 Rope Climbs
Rescue Randy Drag (185/165 lb)

Wear 20/14 lb weight vest.

Time Cap: 11/12 minutes"
The Beach,"For Time
250 yard Swim
50 Kettlebell Thrusters (35/24 lb)
30 Burpees
500 yard Swim
30 Burpees
50 Kettlebell Thrusters  (35/24 lb)
250 yard Swim"
The Bear,"AMRAP in 20 minutes
12 Overhead Walking Lunges (50/35 kg)
15 Burpees
8 Bar Muscle-Ups"
The Beast,"Buy-In: 2,008 meter Row

Then, AMRAP in 20 minutes:
7 Deadlifts (185/135 lb)
3 Back Squats (185/135 lb)
10 Box Jumps (24/20 in)
37 AbMat Sit-Ups

Cash-Out: 2,020 meter Row"
The Ben Rogers,"For Time
800 meter Run
50 Hang Power Cleans (115/75 lb)
600 meter Run
30 Hang Power Cleans (155/105 lb)
400 meter Run
10 Hang Power Cleans (185/125 lb)"
The Bernie,"AMRAP in 24 minutes
6 Split Cleans (135/95 lb)
24 Sit-Ups
20 Push-Ups
19 calorie Row"
The Big Push,"For Time
21, 18, 15, 12, 9, 6, 3 reps of:
Calorie Assault Air Bike
Thrusters (95/65 lb)
Bar-Facing Burpees"
The Bronze Standard,"7 Rounds for Time
7 Power Snatches  (95/65 lb)
7 Snatch Balance  (95/65 lb)
7 Overhead Squats (95/65 lb)"
The Bubu,"For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Back Squats (50/35 kg, from the ground)
3 SASA Complexes* (50/35 kg)

*SASA Complex consists of:
2 Hang Power Cleans and 1 Thruster"
The Burner,"AMRAP in 25 minutes
5 Chest-to-Bar Pull-Ups
10 Clean and Split Jerks (135/95 lb)
15 Bench Presses (2015/135 b)
20 calorie Assault Air Bike"
The Burpee Hour,"AMRAP in 60 minutes
Burpees"
The Capitol,"For Time
20 Pig Flips (510/350 lb)
3.5 mile Run
200 meter Jerry Bag Carry (2x100/70 lb)
200 meter Husafell Carry (200/150 lb)"
The Carry Challenge,"For Time
1 mile Ruck Carry

You can&#039;t carry the Weight on your back."
The Chief,"Five 3-minute AMRAPs in 19 minutes

AMRAP in 3 minutes
3 Power Cleans (135/95 lbs)
6 Push-Ups
9 Air Squats

1 minute Rest after each 3-minute AMRAP

Repeat 5 times total"
The Chief is Dead,"Five AMRAPs in 24 minutes

AMRAP in 4 minutes
3 Power Cleans (135/95 lb)
6 Push-Ups
9 Air Squats
12 Deadlifts (135/95 lb)

1 minute Rest, then Repeat (5 times total)"
The Cinco 1,"For Time
5 Deadlifts (405/265 lb)
5 Weighted One-Legged Squats, left leg (53/35 lb Kettlebell)
5 Weighted One-Legged Squats, right leg (53/35 lb Kettlebell)
Then,
80 ft Handstand Walk

Time Cap: 7 minutes"
The Cinco 2,"3 Rounds for Time
5 Muscle-Ups
5 Deficit Handstand Push-Ups
Then,
90 ft Overhead Walking Lunges (160/100 lb axle bar)

Time Cap: 7 minutes"
The CN Tower,"For Time
594 Box Step-Ups (24/20 in)
494 Double-Unders
394 Air Squats
294 Jumping Lunges

Partition as needed."
The Coop,"For Time
21-15-9 reps of:
Pull-Ups
Bench Presses (135/95 lb)

Rest 3 minutes

9-15-21 reps of:
Push-Ups
Deadlifts (225/155 lb)"
The Crippler,"For Time
30 Back Squats (225/155 lb)
1 mile Run"
The Dean,"8 Rounds for Time
11 Single Dumbbell Box Step-Ups (50/35 lb)
22 Unbroken Double-Unders
2 Rope Climbs
1 Squat Clean (225/155 lb)

Cash-Out:
2,019 meter Row"
The Deep End,"3 Rounds for Time
500 meter Run
5 Squat Cleans (Bodyweight)
10 Burpees
20 Deadlifts (Bodyweight)"
The Dodd,"For Time
Buy-In: 3 minute max calorie Row

Directly into, 7 Rounds of:
12 Chest-to-Bar Pull-Ups
31 Push-Ups

Then, in 12 minutes establish:
1 rep max Bench Press"
The Don,"For Time
66 Deadlifts (110/75 lb)
66 Box Jumps (24/20 in)
66 Kettlebell Swings (1.5/1 pood)
66 Knees-to-Elbows
66 Sit-Ups
66 Pull-Ups
66 Thrusters (55/35 lb)
66 Wall Ball Shots (20/14 lb)
66 Burpees
66 Double-Unders"
The Dude,"3 Rounds for Time
200 meter Bucket Carry (70/45 lb)
12 Burpees
58 Air Squats
800 meter Run

Cash-Out:
1 Pull-Up"
The End,"3 Parts Scored Individually
""The End 1""
AMRAP in 3 minutes
20 calorie Row
30 Wall Ball Shots (20/14 lb)
20 Toes-to-Bars
30 Box Jumps (24 in)
20 Kettlebell Sumo Deadlift High-Pulls (108/72 lb)
30 Burpees
20 Shoulder-to-Overheads (135/95 lb)
100 ft Sled Pull

Rest 1 minute

""The End 2""
AMRAP in 6 minutes
Same workout as above

Rest 2 minutes

""The End 3""
For Time
Same workout as above"
The Fearless 14,"3 Rounds for Time
12 Handstand Push-Ups
2 400 meter Runs
15 Bar Over Burpees
14 Overhead Squats (95/65 lb)"
The Final 1,"3 Rounds for Time
30 Push-Ups with Hand Release
21 Overhead Squats (95/65 lb)

Time Cap: 7 minutes"
The Final 2,"3 Rounds for Time
30 Toes-to-Bars
21 Ground-to-Overheads (95/65 lb)

Time Cap: 7 minutes"
The Final Countdown,"For Time
12-10-8-6-4-2 reps of:
Overhead Squats (115/75 lb)
Pull-Ups"
The Fire Chief,"Every 3 minutes (for 6 Rounds) in 18 minutes
6 Burpees
18 Alternating Dumbbell Snatches (50/35 lb)
7 Toes-to-Bars
9 Goblet Squats (50/35 lb)"
The Fit,"For Time
43 Barbell Complexes* (50/35 kg)

*Each Barbell Complex consists of:
1 Deadlift, 1 Clean, 1 Thruster, 1 Jerk, 1 Overhead Squat

Time Cap: 25 minutes"
The Fredo,"9 Rounds for Time (in a Team of 3)
28 Medicine Ball Cleans (20/14 lb)
78 Jumping Jacks"
The Fuhrmannator,"6 Rounds for Time
100 meter Run
5 Burpees
10 Kettlebell Swings (53/35 lb)
15 Deadlifts (95/65 lb)
20 Back Squats (95/65 lb)"
The Gentleman,"AMRAP in 22 minutes
22 Dumbbell Snatches (22.5/15 kg)
4 Man Makers (2x22.5/15 kg)
20 Burpees
20 Single Dumbbell Front Squats (22.5/15 kg)"
The Ghost,"6 Rounds for Total Reps in 23 minutes
1 minute of Rowing (for calories)
1 minute of Burpees
1 minute of Double-Unders
1 minute Rest"
The Griffin,"For Time
1 mile Run

Then, 19 Rounds of:
3 Power Cleans (135/95 lb)
6 Push-Ups
9 Air Squats

1 mile Run"
The Grinch,"3 Rounds For Time
1 Snatch Balance (315/205 lb)
2 Back Tucks
3 Cleans (315/205 lb)
4 Freestanding Handstand Push-Ups"
The Hammer,"For Time (with a Partner)
Buy-In: 400 meter Partner Carry (switch as needed)

Directly into:
300 Ruck Swings (30/20 lb)
200 Sit-Ups
200 Ruck Lunges (30/20 lb)
200 Ruck Overhead Shoulder Press (30/20 lb)

Buy-Out: 400 meter Partner Carry (switch as needed)"
The Hammy,"For Time
1,000 meter Row
7 Squat Clean-and-Jerks (135/95 lb)
50 Push-Ups
7 Squat Clean-and-Jerks (135/95 lb)
50 Sit-Ups
7 Squat Clean-and-Jerks (135/95 lb)
50 Box Jumps (24/20 in)
7 Squat Clean-and-Jerks (135/95 lb)
50 Pull-Ups
7 Squat Clean-and-Jerks (135/95 lb)
1,000 meter Run"
The Hateful Eight,"8 Rounds for Time
8 Push-Ups
8 GHD Sit-Ups
8 Air Squats
8 Pull-Ups
8 Deadlifts (95/65 lb)
8 Hang Power Cleans (95/65 lb)
8 Shoulder-to-Overheads (95/65 lb)
8 calorie Row"
The Hopper,"For Time
1,000 meter Row

Then, 5 Rounds of:
25 Pull-Ups
7 Push Jerks (135/85 lb)"
The Hunt,"AMRAP in 12 minutes
3 Rounds of:
10 Toes-to-Bars
15 Sumo Deadlift High-Pulls (95/65 lb)
15 Push Presses (95/65 lb)
10 Bar-Over Burpees

Then, in remaining time:
Max Calorie Assault Air Bike"
The Inferno,"For Time
100 Double-Unders
35 Air Squats
30 Deadlifts (165/115 lb)
75 Double-Unders
35 Air Squats
20 Deadlifts (185/135 lb)
50 Double-Unders
35 Air Squats
10 Deadlifts (225/155 lb)"
The Ish,"6 Rounds for Time
1 Bear Complex (115/75 lb)
6 Pull-Ups
8 Overhead Walking Lunges (45/25 lb)
9 Burpees

""Bear Complex"" = 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, 1 Push Press (all unbroken)"
The Jackel,"For Time
1 mile Run
200 Box Step-Ups (20/15 lb, 24/20 in)
150 Ball Slams (20/15 lb)
100 Push-Ups
50 Burpees"
The Joe,"AMRAP in 27 minutes
9 Bar Over Burpees 
8 Thrusters (95/65 lb)
8 Kettlebell Swings (1.5/1 pood)
9 Box Jumps (24/20 in)
400 meter Run"
The Juicy,"For Time (in a Team of 3)
10 Clean-and-Jerks
400 meter Barbell Carry
10 Clean-and-Jerks
400 meter Sled Pull
10 Clean-and-Jerks
400 meter Sled Push

Load Barbell and Sled with average bodyweight of all 3 team members"
The Kabul Thirteen,"For Time (with a Partner)
8 Rounds of:
26 Power Cleans (185/125 lb)
21 calorie Bike

Then, complete:
13 Rope Climbs
1 Rope Climb"
The Kabul Thirteen,"For Time
20 Deadlifts  (75/55 lb)
23 Hang Power Cleans (75/55 lb) 
31 Front Squats (75/55 lb)
23 Push Presses (75/55 lb)
22 Box Jump Overs  (24/20 in)
20 Butterfly Sit-Ups 
20 Reverse Step Lunges 
20 Pull-Ups 
23 Goblet Squats (53/35 lb)
25 American Kettlebell Swings (53/35 lb)
22 Power Snatches (75/55 lb)
20 Overhead Squats (75/55 lb)
22 Thrusters (75/55 lb)

Perform 13 Burpees after each movement."
The Legend,"For Time
4 Pistols
25 Kettlebell Swings (54/35 lb)
50 Push-Ups
75 Pull-Ups
50 Push-Ups
25 Kettlebell Swings (54/35 lb)
4 Pistols"
The Long Haul,"3 Rounds for Time
50 calorie Assault Air Bike
50 Wall Ball Shots (20/14 lb)"
The Longest Mile,"4 Rounds for Time
10 Burpees
100 meter Run
10 Air Squats
100 meter Run
10 Push-Ups
100 meter Run
10 Sit-Ups
100 meter Run"
The Lou,"44 Rounds For Time (with a Partner):
4 Wall Balls (20/14 lb)
4 Pull-Ups
4 Burpees
4 Dumbbell Snatches (50/35 lb)"
The Lyon,"5 Rounds for Time
7 Squat Cleans (165/115 lb)
7 Shoulder-to-Overheads (165/115 lb)
7 Burpee Chest-to-Bar Pull-Ups

2 minutes Rest between rounds"
The Man in the Red Bandana,"For Time
Buy-In: 2,001 meter Bike Erg

Directly into, 3 Rounds of:
9 Devil Presses (2x50/35 lb)
11 Dumbbell Thrusters (2x50/35 lb)
24 Dumbbell Facing Burpees

Then, perform:
78 Push-Ups
343 Air Squats

Cash-Out: 2,001 meter Bike Erg

Wear a Weight Vest (20/14 lb)"
The Man in the Red Bandana,"AMRAP in 19 minutes
5 Thrusters (135/95 lb)
17 Front Rack Lunges (135/95 lb)
77 Double-Unders
200.1 meter Plate Carry (45/25 lb)"
The Migs,"For Time
Buy-In: 122 calorie Assault Bike

Then, 2 Rounds of:
22 Goblet Squats (60/40 lb)
22 Overhead Presses (75/55 lb)
22 Deadlifts (225/205 lb)
22 Overhead Presses (75/55 lb)
22 Deadlifts (225/205 lb)
22 Goblet Squats (60/40 lb)
22 Elevated Leg Push-Ups
22 Row calories
22 Sit-Ups

Cash-Out: 122 calorie Assault Bike"
The Moyle,"For Time
Buy-In: 1 mile Run

10 Pull-Ups
10 Squat Hops
10 Dive Bomber Push-Ups
10 Burpees

9 Pull-Ups
9 Squat Hops
9 Dive Bomber Push-Ups
9 Burpees

8 Pull-Ups
8 Squat Hops
8 Dive Bomber Push-Ups
8 Burpees

Continue with this pattern, decreasing by 1 repetition for each movement after each round, until the round of 1 rep per movement is completed. 

Cash-Out: 1 mile Run"
The Nightmare Before Christmas,"30 Rounds for Time
4 Strict Deficit Handstand Push-Ups (4/2 in)
3 Power Cleans (225/155 lb)
2 Ring Muscle-Ups
1 Power Snatches (225/155 lb)"
The Oklahoma Standard,"4 Rounds for Time (with a Partner)
19 Synchro Lunges (45/25 lb)
19 Synchro Push-Ups
95 Wall Ball Shots (20/14 lb)

Buy-Out: 168 Burpee Box Jumps (24/20 in)"
The Other Total,"Sum of the Best of Each Lift
Clean
Bench Press
Overhead Squat

Time Cap: 30 minutes"
The Papi,"For Time
50 Bar Facing Burpees
30 Squat Cleans (135/95 lb)
400 meter Run
50 Bar Facing Burpees"
The Parks,"6 Rounds for Time (with a Partner)
Every 4 minutes, Partner A completes:
20 Single Arm Overhead Dumbbell Lunges (50/35 lb)
21 American Kettlebell Swings (70/53 lb)
6 Synchronized Burpees
9 Right-Arm Dumbbell Thrusters (50/35 lb)
9 Left-Arm Dumbbell Thrusters (50/35 lb)
3 Right-Arm Kettlebell Squat Cleans (70/53 lb)
3 Left-Arm Kettlebell Squat Cleans (70/53 lb)

Partner B chooses 1 and perform:
Ring Plank Hold
Dead Hang Hold
Parallel Squat Hold
Half Push-Up Hold

Rest 2 minutes

Partner A and Partner B must complete 6 full rounds each."
The Payne Train,"For Time
300 meter Run
5 Rounds of Cindy*
300 meter Run
4 Rounds of Cindy*
300 meter Run
3 Rounds of Cindy*
300 meter Run
2 Rounds of Cindy*
300 meter Run
1 Round of Cindy*
300 meter Run

*1 Round of Cindy consists of 5 Pull-Ups, 10 Push-Ups, and 15 Air Squats."
The Pitt,"For Time
1 mile Sandbag Run (50/30 lb)

Then, 7 Rounds of:
30 Sandbag Back Squats (50/30 lb)
10 Sandbag Strict Presses (50/30 lb)

Finally, perform:
1 mile Sandbag Run (50/30 lb)

Wear a Weight Vest (20 lb)"
The Pool,"10 Rounds for Time
25 yards Swim
3 Bar Muscle-Ups
25 yards Swim

Time Cap: 25 minutes"
The Quick and the Dead,"For Time
3-9-15-21-15-9-3
Deadlifts (205/145 lb)
Box Jumps (24/20 in)"
The Quick and the Dead,"4 Rounds for Time
3 Rope Climbs
2 Squat Cleans (110/75 kg)

Time Cap: 6 minutes"
The Repeater,"For Time
50/35 calorie Assault Bike
30 Bar Muscle-Ups

Time Cap: 6 minutes"
The Sandbag Shuffle,"For Time
Buy-In: 400 meter Sandbag Shuffle

Then, complete:
21 Sandbag Back Squats (60/40 lb)
21 Sandbag Push Presses (60/40 lb)
21 Burpees with Lateral Hop Over Sandbag (60/40 lb)

15 Sandbag Back Squats (60/40 lb)
15 Sandbag Push Presses (60/40 lb)
15 Burpees with Lateral Hop Over Sandbag (60/40 lb)

9 Sandbag Back Squats (60/40 lb)
9 Sandbag Push Presses (60/40 lb)
9 Burpees with Lateral Hop Over Sandbag (60/40 lb)

Cash-Out: 400 meter Sandbag Shuffle"
The Scotty Challenge,"For Time
400 meter Ruck Run (35/25 lb)
101 second Ruck Squat Hold (35/25 lb)
400 meter Ruck Run (35/25 lb)
50 Ruck Push-Ups (35/25 lb)
400 meter Ruck Run (35/25 lb)
101 second Plank Hold with Ruck (35/25 lb)
400 meter Ruck Run (35/25 lb)
101 Burpees
400 meter Ruck Run (35/25 lb)
101 second Overhead Ruck Hold (35/25 lb)
400 meter Ruck Run (35/25 lb)
100 meter Bear Crawl Ruck (35/25 lb)
400 meter Ruck Run (35/25 lb)
50 Ruck Thrusters (35/25 lb)
400 meter Ruck Run (35/25 lb)"
The Separator,"For Time
For Men:
12 Ring Handstand Push-Ups
15 Back Squats (225 lb)
20 Burpees
9 Ring Handstand Push-Ups
18 Front Squats (205 lb)
20 Burpees
6 Ring Handstand Push-Ups
21 Overhead Squats (185 lb)
20 Burpees

For Women:
15 Back Squats (165 lb)
20 Burpees
6 Ring Handstand Push-Ups
18 Front Squats (145 lb)
20 Burpees
4 Ring Handstand Push-Ups
21 Overhead Squats (125 lb)
20 Burpees
2 Ring Handstand Push-Ups

Time Cap: 16 minutes"
The Seven,"7 Rounds For Time
7 Handstand Push-Ups
7 Thrusters (135/95 lb)
7 Knees-to-Elbows
7 Deadlifts (245/165 lb)
7 Burpees
7 Kettlebell Swings (2/1.5 pood)
7 Pull-Ups"
The Signature,"For Time
50 Devil Presses (2x50/35 lb)
50 Chest-to-Bar Pull-Ups

Time Cap: 8 minutes"
The Six,"6 Rounds for Time
600 meter Run
6 Power Cleans (80/50 kg)
6 Box Jumps (30/24 in)
6 Kettlebell Swings (32/24 kg)
6 Burpees Over the Bar"
The Spotlights Ladders,"For Time
Round 1:
5 Squat Cleans
4 Squat Cleans
3 Squat Cleans
2 Squat Cleans
1 Squat Clean

Round 2:
3 Squat Cleans
3 Squat Cleans
2 Squat Cleans
2 Squat Cleans
1 Squat Clean

Round 3:
1 Squat Clean
1 Squat Clean
1 Squat Clean
1 Squat Clean
1 Squat Clean"
The Sprint,"For Time (with a partner)
50 Toes-to-Bars
40 Dumbbell Snatches (22.5/15 kg)
50 Unbroken Double-Unders (Athlete A)
50 Chest-to-Bar Pull-Ups
40 Dumbbell Thrusters (22.5/15 kg)
50 Unbroken Double-Unders (Athlete B)"
The Stache,"AMRAP (with a Partner) in 33 minutes
400 meter Run (together)
12 Push-Ups
31 Alternating Lunges
19 Burpees
54 Air Squats"
The Standard,"AMRAP in 5 minutes
10 Thrusters (95/65 lb)
10 Bar Facing Burpees
10 Power Cleans (95/65 lb)
10 Bar Facing Burpees
10 Hang Power Snatches (95/65 lb)
10 Bar Facing Burpees"
The Standard,"For Time
30 Clean-and-Jerks (135/95 lb)
30 Muscle-Ups
30 Snatches (135/95 lb)

Time Cap: 12 minutes"
The Standard,"For Time
30 Clean-and-Jerks (62.5/42.5 kg)
30 Ring Muscle-Ups
30 Snatches (62.5/42.5 kg)

Time Cap: 12/14 minutes"
The Thirteen,"For Time
13 Dumbbell Devil Presses (2x22.5/15 kg)
12 Dumbbell Box Step-Ups (2x22.5/15 kg)
11 Dumbbell Front Rack Lunges (2x22.5/15 kg)
10 calorie Row
9 V-Ups
8 Power Snatches (45/30 kg) 
7 Knees-to-Elbows
6 Pull-Ups
5 Thrusters (45/30 kg)
4 Hand Release Push-Ups 
3 Burpee Box Jump Overs (24/20 in) 
2 Deadlifts (45/30 kg)
1 Bear Complex (45/30 kg)

1 Bear Complex consists of Unbroken 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, 1 Push Press."
The Thirteen,"13 Rounds for Time
26 calorie Row
8 Strict Pull-Ups
21 Shoulder-to-Overheads (95/65 lb)"
The Triplet,"AMRAP in 10 minutes
6 Squat Cleans (55/30 kg)
12 Pull-Ups
24 Double-Unders"
The Triplet,"4 Rounds for Time
10 Squat Cleans (70/45 kg)
15 Burpees Over the Bar
20/16 calorie Row

Time Cap: 18 minutes"
The Veteran,"11 Rounds for Time
400 meter Run
11 Dumbbell Thrusters (2x50/35 lb)
11 Burpees"
The Walking Dead,"AMRAP in 8 minutes
Part A
From 0:00-5:00, perform 5-10-15... reps of:
Deadlifts (100/70 kg)
Wall Ball Shots (20/14 lb)

Part B
Then, from 5:00-8:00, establish:
1 RM Squat Clean"
The Wirtz,"4 Rounds for Time
14 calorie Bike
16 Thrusters (95/65 lb)
10 Kettlebell Swings (53/35 lb)
14 calorie Bike
16 Box Jumps (24/20 in)
10 Air Squats
14 calorie Bike
16 Wall Ball Shots (20/14 lb)
10 Burpees"
The World Wars,"AMRAP (with a Partner) in 14 minutes
11 Thrusters (115/75 lb)
11 Syncro Tes-to-Bar

Then, 2 minute Rest (in silence)

Then at 16:00,
AMRAP (with a Partner) in 18 minutes
39 Clusters (155/105 lb)
45 Syncro Burpee Pull-Ups"
They Are Us,"AMRAP (Team of 3) in 50 minutes
3 Rope Climbs (1 each)
15 Power Cleans (60/40 kg) (5 each)
19 Alternating Wall Ball Shots (9/6 kg)"
Thick 'N Quick,"For Time
4 Rope Climbs
3 Overhead Squats (245/165 lb)

Time Cap: 4 minutes"
Think Pink,"AMRAP in 9 minutes
From 0:00-3:00, perform:
Clean-and-Jerks (135/95 lb)

Then, from 3:00-6:00, perform:
Bar Facing Burpees

Lastly, from 6:00-9:00, perform:
Front Squats (135/95 lb)"
Thomas Butler,"15-12-9-6-3 Reps for Time
Hang Cleans (135/95 lb)
Wall Ball Shots (20/14 lb)"
Thomas Casoria,"3 Rounds for Time
10 Deadlifts (55% BW)
400 meter Run"
Thomas Cullen III,"4 Rounds for Time
5 Overhead Squats (135/95 lb)
10 Handstand Push-Ups
15 Box Jumps (24/20 in)"
Thomas Deangelis,"8 Rounds for Time
3 Thrusters (185/135 lb)
5 Box Jumps (30/24 in)
3 Cleans (185/135 lb)
5 Burpee Ring Dips"
Thomas Farino,"For Time
200 Double-Unders
150 Air Squats
100 Sit-Ups
50 Box Jumps (24/20 in)
25 Clean-and-Jerks (155/105 lb)"
Thomas Foley,"For Time
150 Wall Ball Shots (20/14 lb)
100 Push-Ups
50 Air Squats
25 Sit-Ups"
Thomas Gambino,"Every 3 Minutes on the Minute for 18 minutes
7 Bear Complexes (135/95 lb)
14 Burpees
21 Double-Unders

One “Bear Complex” consists of: 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, and 1 Push Press."
Thomas Gardner,"For Time
30 Back Squats (185/135 lb)
100 Wall Ball Shots (20/14 lb)
30 Shoulder-to-Overheads (185/135 lb)"
Thomas Hannafin,"9-15-21 Reps for Time
Power Snatches (115/75 lb)
Toes-to-Bars
Handstand Push-Ups"
Thomas Haskell Jr.,"For Time
50 Back Squats (135/95 lb)
10 Box Jumps (30/24 in)
40 Back Squats (135/95 lb)
20 Toes-to-Bars
30 Back Squats (135/95 lb)
30 Burpees
20 Back Squats (135/95 lb)
40 AbMat Sit-Ups
10 Back Squats (135/95 lb)
50 Double-Unders"
Thomas Hetzel,"EMOM For As Long As Possible
First minute:
1 Thruster (135/95 lb)
1 Burpee

Second minute:
2 Thrusters (135/95 lb)
2 Burpees

etc..."
Thomas Holohan,"3 Rounds for Time
5 Overhead Squats (75% BW)
10 V-Ups
15 Burpees"
Thomas Kelly,"For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Overhead Squats (135/95 lb)
1-2-3-4-5-6-7-8-9-10 reps of:
Bar Facing Burpees"
Thomas Kennedy,"For Time
20 Deadlifts (185/135 lb)
25 Double-Unders
15 Push Presses (185/135 lb)
50 Double-Unders
10 Squat Cleans (185/135 lb)
100 Double-Unders"
Thomas Kuveikis,"EMOM for 12 minutes
2 Clean-and-Jerks (155/105 lb)
3 Bar Facing Burpees"
Thomas McCann,"For Time
50 Ground-to-Overheads (155/105 lb)

Each minute on the minute, perform:
10 Air Squats"
Thomas Mignione,"4 Rounds for Time
5 Squat Clean Thrusters (135/95 lb)
10 Burpees
20 Double-Unders"
Thomas Moody,"5 Rounds for Time
7 Bear Complexes (135/95 lb)
400 meter Run"
Thomas Nye,"For Time
Buy-In: 30 Kettlebell Swings (53/35 lb)

Directly into:
20 Flights of Stairs with Weight Vest (20/14 lb)
20 V-Ups
20 Russian Twists
20 Sit-Ups

Buy-Out: 30 Kettlebell Swings (53/35 lb)"
Thomas O'Hagan,"For Time
100 Double-Unders
40 Burpees
25 Power Cleans (115/75 lb)
400 meter Run
25 Power Cleans (115/75 lb)
40 Burpees
100 Double-Unders"
Thomas Sabella,"For Time
20 Front Squats (185/115 lb)
400 meter Run
20 Back Squats (185/115 lb)
400 meter Run
20 Deadlifts (185/115 lb)
400 meter Run
5 minute Squat Hold"
Thomas W. Kelly,"15-12-9 Reps for Time
Thrusters (155/105 lb)
Weighted Strict Pull-Ups (45/25 lb)"
Thompson,"10 Rounds For Time
1 Rope Climb (15 ft) (from seated)
29 Back Squats (95/65 lb)
10 meter Barbell Farmer Carry (2x135/95 lb)"
Three Fathers,"For Time
1,000 meter Run
100 Push-Ups
200 Sit-Ups
300 Air Squats
1,000 meter Run"
